CUID,RUID,SSN,first name,middle initial,last name,street number,street name,apartment number,city,state,zipcode
305,305,0,Needles,F,Brouwer,720,Moscardelli Street,0i6,Mc Kenzie,ND,58553
306,18365,0,Lunny,W,Kennith,612,Kowalkowski Lane,2y0,Somerset,NJ,8890
306,306,0,Lunny,W,Kennith,612,Kowalkowski Lane,2y0,Somerset,NJ,8890
308,308,187738764,Zanga,,Plaisant,10,Santistevan Avenue,1d6,Washington,DC,20419
309,2751,627712641,Birtch,T,Geidel,445,Broeren Pkwy,0n7,Jojnston,RI,2919
309,309,627712641,Birtch,T,Geidel,445,Broeren Pkwy,0n7,Johnston,RI,2919
311,311,138416417,Jiyue,B,Polick,795,Hamimah Ave,3p2,Hamill,SD,57534
312,312,562857062,Kolstad,T,Minns,314,Borromeo Lane,5h7,Asherton,TX,78827
312,10211,562457066,Kolstad,T,Minns,314,Borromeo Lane,5h7,Asherton,TX,78827
314,314,158166862,gBessonette,L,thoma,,PO Box 3657,,Ellinger,TX,78938
314,16063,158166862,Bessonette,L,Menaro,,PO Box 3657,,Ellinger,TX,78938
316,15371,342562541,Bodine,,Bins,77,Bouchrara,8k6,FPO San Francisco,CA,96639
316,14373,342562541,Bodine,,Bins,77,Bouchrara,8k6,FPO San Francisco,CA,96639
316,316,342562541,Bodine,,Bins,77,Bouchrara,8k6,FPO San Francisco,CA,96639
319,319,661186735,Deruyter,T,Dinbandhu,85,Perla Ave,0q7,Baltic,SD,57003
319,15612,661186735,Deruyter,T,Dinabandhu,85,Perla Ave,0q7,Baltic,SD,57003
321,321,0,Villiers,,Wqghray,,PO Box 2550,,Tpalin,WV,25348
321,9857,0,Villiers,,Wagyray,,PO Box 2550,,Taplin,WV,25648
321,8851,0,Villiers,,Waghray,,PO Box 2550,,Taplin,WV,25648
324,324,235720536,Hsijho,K,Koya,,PO Box 4166,,Huntington,WV,25724
324,11082,235720536,Koya,K,Hsiho,,PO Box 4166,,Huntington,WV,25724
326,14265,0,Boh,,Mules,957,Falco Road,2a6,Avbin,WY,82050
326,9646,0,Boh,,Mules,957,Falco Road,2a6,Albin,WY,82050
326,326,0,Boh,,Mules,957,Falco Road,2a6,Albin,WY,82050
329,329,608168446,Haferburns,O,Pavlina,,PO oBx 1840,,Tucson,AZ,85707
329,16784,608168446,Haferburns,O,Pavlina,,PO Box 1840,,Tucson,AZ,85707
331,331,0,Leadbetter,X,Delhove,337,Sofoklis St,7r0,Trego,MT,59934
332,332,0,Siegle,H,Fordie,256,Bonham St,2a0,Glenoma,WA,98336
333,17089,307435211,Hoppenrath,Y,Leoine,716,Snhippen Parkway,6v1,Graite Falls,NC,28630
333,333,307435211,Hoppenrath,Y,Leoine,716,Shippen Parkway,6v1,Granite Falls,NC,28630
335,335,455201456,Bre,E,Rosse,949,Scalmanini St,0k7,Bokchito,OK,74726
335,3439,455201456,Bre,E,Rosse,949,Scalmanini St,0k7,Bokchito,OK,74726
335,11612,455201456,Bre,E,Rosse,949,Scalmanini St,0k7,Bokchito,OK,74726
338,7730,218405804,Meredith,C,Bolinder,391,Hemminger Ln,8f2,Ilion,NY,13357
338,338,218405804,Meredith,C,Bolinder,391,Hemminger Ln,8f2,Ilion,NY,13357
340,340,0,Rhett,A,Pinney,104,Lutkus Street,5w4,Kosrae,FM,96944
340,13867,0,Rhett,A,Pinney,104,Lutkus Street,5w4,Kosrae,FM,96944
342,342,757202452,Gafvert,J,Averil,234,Brauer Street,4i7,Lodge Grass,MT,59050
343,343,336337685,Pippy,J,Leroi,580,Mccutcheon Avenue,0y6,Hutchinson,KS,67502
344,8651,706433748,Penzel,D,kLamott,84,Testroet St,3l1,kouisville,MS,40266
344,15495,206433718,Penzel,D,Lamott,81,Testroet St,3l1,Louisvlile,KY,40256
344,344,706433748,Penzel,D,Lamott,84,Testroet St,3l1,Louisville,KY,40266
347,5487,428057261,Suryati,Q,Claycomb,55,Townd Ave,3n1,Salt Lake City,UT,84141
347,12460,428057261,Suryati,Q,Claycomb,300,Files Street,8v6,Salt Lake City,UT,84141
347,347,428057261,Suryati,Q,Claycomb,45,Townd Ave,3n1,Salt Lake City,UT,84141
350,17884,165716187,Dorena,N,Axberg,831,Solari Rd,7t8,La Plaat,PR,668
350,350,165716187,D,N,Axnberg,,lO Box 2098,,Cruz Bay,VI,830
350,1700,165716187,Dorena,N,Axberg,831,Solari Rd,7t8,La Plata,PR,668
353,353,0,Piperno,A,Neuhaus,385,Kadi Ave,7i2,Piermont,NH,3779
353,17666,0,Piperno,A,Neuhaus,387,Kadi Ave,7i2,Piefrmont,NH,3779
353,15748,0,Piperno,A,Neuhaus,387,Kadi Ave,7i2,Piermont,NH,3779
356,10382,216381505,sAgers,z,Khor,986,Rafiah Ave,5k6,Hurdsfiekd,ND,58451
356,356,216388505,Agers,C,Khor,986,Rafiah Ave,5k6,Hurdsfield,ND,58451
358,10006,158413862,Beer,R,Hough,614,Hoets Pkwy,1o5,Monango,ND,58471
358,989,128418862,Beer,R,Hough,821,Burek Avenue,1t0,Monango,ND,58471
358,358,128418862,Beer,R,Hough,821,Burek Avenue,1t0,Monango,ND,58471
361,7621,487830657,Haenggi,M,Tennyson,292,Seishi Lane,8f4,Johnstown,PA,15909
361,2167,487830657,Haenggi,M,Tennyson,138,Killick Pkwy,1a5,Johnstown,PA,15909
361,361,487830657,Haenggi,M,Tennyson,292,Seishi Lane,8f4,Johnstown,PA,15909
364,364,733416661,Walton,,Nishitsuru,46,Teirtza Avenue,1f4,Bellingham,WA,98225
365,15334,0,Jutier,Q,Manasse,900,Shagmmira,2q8,Easgtford,CT,6242
365,365,0,Jutier,Q,Manasse,900,Shammira,2q8,Eastford,CT,6242
365,1455,0,Jutier,Q,Manasse,900,Shammira,2q8,Eastford,CT,6242
368,9530,0,T,,Tomomi,940,Xavier St,6t5,Park Rapids,MN,56470
368,368,0,Tomomi,,Hirozawa,940,Xavier St,6t5,Park Rapids,MN,56470
370,370,0,Pamperin,T,Brunoni,3,Thurling Avenue,6f1,Horse Branch,KY,42349
371,15059,623403545,Gronberg,,Luginbill,283,Banuelos Road,1j1,San German,PR,753
371,371,223403545,Groberg,,Luginbill,,PO Box 73,,San German,PR,753
371,3389,623403545,Groberg,,Luginbill,293,Banuelos Road,1j1,San German,PR,753
374,16451,0,Schmitz,O,Carina,36,Dekemsa Pkwy,2u3,Doveir,NH,3820
374,374,0,Schmitz,O,Catrina,36,Dekema Pkwy,2u3,Dover,NH,3820
376,376,266131576,Ewton,D,Shinyam,370,Marr Ave,1y0,Jacksonville,FL,32224
376,16502,266131576,Ewton,D,Shinya,870,Marr Ave,1y0,Jacksonville,FL,32224
376,5486,266131576,Ewton,D,Shinya,870,Marr Ave,1y0,Jacksonville,FL,32224
379,379,0,Lorona,,Beilul,626,Lopo Rd,6d0,Redgranite,WI,54970
380,380,364844486,Christieanne,J,Choe,954,Munteanu St,1w0,Wilmot Flat,NH,3287
381,18853,370651324,Goppelt,F,Qainfo,522,Mazzoccoli,0.00E+00,Upson,WI,54565
381,381,370651324,Goppelt,F,Qainfo,76,Kamiya Avenue,4o7,New Vernon,NJ,7976
381,15072,370651324,Goppelt,F,Qainfo,522,Mazzoccoli,0.00E+00,Upson,WI,54565
384,384,438683674,Copher,,Arneberg,,PO Box 1133,,Chester,MD,21619
384,14551,438683674,Copher,,Arneberg,,PO Box 1133,,Chester,MD,21619
386,386,0,Hodedo,J,Dubin,,PO Box 3028,,East Millinocket,ME,4430
387,387,0,Pinkham,M,Danon,,PO Box 4857,,Christiansted,VI,824
388,3431,648217668,Serifah,D,Kazuyoshi,266,Dahlinger Rd,1o8,Medicine Bow,WY,82329
388,388,648217668,Serifah,D,Kazuyoshi,266,Dahlinger Rd,1o8,Medicine Bow,WY,82329
390,390,750234013,Blane,Y,Beneteau,619,Steede Street,5w8,Washington,DC,20047
391,11914,371406834,Pinkas,,Schubach,585,Capraro St,2t0,aortland,ND,58274
391,391,651406834,Pinkas,,Schubach,585,Capraro St,2t0,Portland,ND,58274
393,393,515747037,Bizot,H,Migazzi,159,Inscoe Road,6d7,East Sparta,OH,44626
394,394,0,Pakiamvathy,,Byk,,PO Box 2159,,Mariba,KY,40345
394,5419,0,Pakiamvathy,,Byk,,PO Box 2159,,Mariba,KY,40345
396,396,0,Oggioni,C,Goinard,842,Munteanu Ln,1m6,Wilmington,DE,19804
397,688,0,Osinek,,Ahilaras,426,Velardocchia Avenue,5r1,Ffuitland,ID,83619
397,397,0,Osinek,,Ahilaras,426,Velardocchia Avenue,5r1,Fruitland,ID,83619
399,11407,362665386,Waucheul,w,Tritam,732,Ione Ave,5o8,North Bonneville,WA,98639
399,2649,362633386,Waucheul,J,Tristam,632,Ioe Ave,5o8,North Bonneville,WA,98639
399,399,362633386,Waucheul,J,Tristam,632,Ione Ave,5o8,North Bonneville,WA,98639
402,402,0,Strenzl,W,Ledou,993,Henscheid St,7y3,Aneta,ND,58212
403,1066,764025118,Ruzitah,O,Hamlin,739,Redpath Pkwy,8c1,Winston-Salem,NC,27198
403,403,764025118,Ruzitah,O,Hamlin,739,Redpath Pkwy,8c1,Winston-Salem,NC,27198
405,405,408087644,Skopp,M,Strickfaden,298,Reho St,6i6,Pisek,ND,58273
406,14299,688805302,Burkhalter,M,Patruno,81,Baccsari Street,5.00E+07,Jackson,SC,29831
406,406,688805302,Burkhalter,M,Patruno,81,Bcacari Street,5.00E+07,Jackson,SC,29831
406,14571,688805302,Burkhalter,M,Patruno,81,Baccari Street,5.00E+07,Jackson,SC,29831
409,10111,0,Rundlet,S,Joe,402,Kiala,7w7,Chewelah,WA,99109
409,409,0,Rundlet,S,Joe,402,iKala,7w7,Chewelah,WA,99109
409,6824,0,Rundlet,S,Joe,402,Kiala,7w7,Chewelah,WA,99109
412,412,288257717,Rozalen,,Clausse,124,Mostert Avenue,5h1,Summit,NJ,7902
413,413,756130267,Vidal,F,Haitayan,648,Niewieroski Street,4v2,Fargo,ND,58124
414,7421,181831485,Viqdis,I,Kuegler,848,Holybee St,0z2,Mead,NE,68041
414,1704,181831485,idis,I,Kuegler,369,Digiallohardo St,1.00E+01,Meda,NE,68041
414,414,181831485,Vidis,I,Kuegler,848,Holybee St,0z2,Mead,NE,68041
417,11350,635867776,Senisah,G,Babbette,783,Emmert Ave,0x6,Rockford,IL,61106
417,17795,635867776,Senisah,G,Bsbbette,975,Dohler Avenue,1r1,Gary,SD,57237
417,417,635867776,Senisah,G,Babbette,975,Dohler Avenue,1r1,Gary,SD,57237
420,420,546371803,Gober,U,Rahrer,48,Nitsch Ave,2n1,Toledo,OH,43657
421,10987,104362800,Chungsik,M,Gasparo,559,Umm,3s2,Adams,ND,58210
421,7039,104362800,Chungsik,M,Gasparo,559,Umm,3s2,Adams,ND,58210
421,421,104362800,Chungsik,M,Gasparo,559,Umm,3s2,Adams,ND,58210
424,424,265404657,Linghan,U,Tippett,908,Suraya Rd,5.00E+07,Alexandria,KY,41001
424,1752,265404657,Lingyan,U,Tippett,908,Suraya Rd,5.00E+07,Alexandria,KY,41001
426,426,0,Violetta,F,Melamie,15,Boguth,4s6,Mansfield Center,CT,6250
427,427,0,Hausi,G,Spitz,621,Xenos Pkwy,4l4,Albuquerque,NM,87102
427,3872,0,Hausi,G,Spitz,,PO Box 2747,,Fort Meade,SD,57741
427,19149,0,Hausi,G,Spitz,621,Xenos Pkwy,4l4,Albuquerque,NM,87102
430,16851,347747211,Alpuche,,Kqansa,594,Corris Pkwy,5v0,Newell,SD,57760
430,430,347747211,Alpuche,,Kana,594,Corris Pkwy,5v0,Newell,SD,57760
432,432,0,Venet,,Hilary,973,Wierzba St,1n5,Lancaster,VA,22503
433,2600,617716534,Soumet,,Mies,36,Izadpour Avenue,0f4,Tonalea,AZ,86054
433,18609,117716034,Soumet,,Mies,36,Izadpour Avenue,0f4,Tonalea,AZ,86054
433,433,617716534,Soumet,,Mies,36,Izadpour Avenue,0f4,Tonalea,AZ,86054
436,436,423110414,Stanback,J,Corniola,,PO Box 4390,,Houma,LA,70364
437,437,375076087,Redon,C,Haiping,373,Bronzini,8l7,Jacksontown,OH,43030
438,438,0,Mirchandani,D,Ursulina,,PO Box 2333,,Marquand,MO,63655
439,439,0,Steyn,I,Schley,971,Schwandt Rd,4i6,nosca,CO,81146
439,13280,0,Steyn,I,Schley,971,Schwandt Rd,4i6,Mosca,CO,81146
441,1045,550637771,Ameline,,Jakstys,,PO Box 1997,,Lansing,MI,48950
441,441,550637771,Ameline,,Jakstys,,PO Box 1997,,Lansing,MI,48950
443,443,0,Marlatt,b,Petra,632,Okas Ln,1g5,Round Mountain,NV,89045
443,4933,0,Marlatt,V,Petra,632,Oaks Ln,1g5,Round Mountain,NV,89045
445,445,650142210,Dieuwertje,,Marcey,487,Hyacinthie St,0z3,Bretton Woods,NH,3575
446,446,124810436,Zakavec,G,Bouchier,926,Grange Ave,6a3,Sugarloaf,PA,18249
446,15369,124810436,Zakavec,G,Bouchier,926,Grange Ave,6a3,Sugarloaf,PA,18249
448,448,467210630,Tartaglia,T,Malzbender,753,Cortez Lane,0o1,Saint Bethlehem,TN,37155
449,887,720184441,Margolin,I,Anet,562,Reul St,3a4,Crystal River,FL,32629
449,8419,720284451,Margolin,I,Aneto,562,Rweul St,3a4,Crystal River,FL,32629
449,449,720284451,Margolin,I,Anet,562,Reul St,3a4,Crystal River,FL,32629
452,452,247284541,Silburt,M,Kliesch,792,Wirsing Street,6q0,Chenoa,IL,61726
452,14245,247484545,Silburt,M,Kliesch,353,Bady Avenue,6n0,Port Austin,MI,48467
454,9541,0,Larn,H,Kruskopf,349,Sifuentez Rd,6l0,Midlothian,ND,33112
454,454,0,Larn,H,Kruskopf,349,Sifuentez Rd,6l0,Midlothian,VA,23112
456,456,580368174,Michalek,J,Farzin,275,Furthmyer Ln,7i0,Seattle,WA,98118
456,2057,580368174,Michalek,J,Farzin,275,Furthmyer Ln,7i0,Seattle,WA,98118
458,458,0,Karrington,P,Lassiter,208,Nounou Pkwy,1d3,Seboyeta,NM,87055
458,19634,0,Karrington,P,Lassiter,201,Nounou Pkwy,1d3,Seboyeta,NM,87055
460,460,0,Duckhorn,T,Catalina,373,Samet Ln,1s8,Rochster,NY,14617
460,14844,0,Duckhorn,T,Catalina,373,Samet Ln,1s8,Rochester,NY,14617
462,462,681656548,Pennie,,Saara,914,Thresh Street,1i6,Washington,DC,20534
463,19201,332263330,Jeannie,S,Verile,922,Carruth Road,7s5,Kenton,DE,19955
463,463,332263330,Jeannie,S,Verile,922,Carruth Road,7s5,Kenton,DE,19955
465,19085,541175005,Sofiyani,K,Uz,211,Kaltom Road,6t7,Elliott,IL,60933
465,465,541175005,Sofiyani,K,Uz,211,Kaltom Road,6t7,Elliott,IL,60933
467,467,362341778,Cogal,Z,Look,997,Jeanmarie,0h4,Deer River,MN,56636
468,11553,136578043,Robeson,S,Barnhouse,335,Kope,3g0,Christiansted,VI,822
468,468,136578043,Robeson,S,Barnhouse,335,Kope,3g0,Christiansted,VI,822
470,8394,520544502,Chihogi,M,Oezbudakci,430,Babyak,6l8,Pickett,WI,54964
470,9110,520484502,Chihogi,M,Oezbudakci,160,Babyak,6l8,Pickertt,WI,54964
470,470,520544502,Chihogi,M,Oezbudakci,460,Babyak,6l8,Pickett,WI,54964
473,12319,0,Charlat,X,Zaima,838,Whiteley Ln,7j5,Laciombe,LA,70445
473,473,0,Charlat,X,Zaima,838,Whiteley Ln,7j5,Lacombe,LA,70445
475,475,616060347,Mas,C,Nydia,377,Sitnik Ave,7.00E+00,Pryse,KY,40471
476,19891,234584370,Towill,Z,Dickhaut,21,nHering Lane,0g0,Nelson,NE,68961
476,19436,234584370,Towill,Z,Dickhaut,21,Hering Lane,0g0,Nelson,NE,68961
476,476,234584370,Towill,Z,Dickhaut,21,Hering Lane,0g0,Nelson,NE,68961
479,479,151223742,Kuttler,R,Stalbovs,786,Pitanga Ave,0s2,Sitka,KY,41255
480,480,754633484,Atkins,,Reiling,462,Ketan Road,2q8,Ada,MI,49355
481,8870,264147781,Gwai,R,Krishnammal,802,Hiroto Road,0p6,Freeport,ME,4033
481,6292,264147781,Gwai,R,Krishnammal,702,Hiroto Road,0p6,Freeport,ME,4033
481,481,264147781,Gwai,R,Krishnammal,802,Hiroto Road,0p6,Freeport,ME,4033
484,865,244062114,Donnice,H,Shihhai,630,int Ave,1f5,West Palm Beach,FL,33410
484,13884,244062114,Dnonice,H,Shihhai,630,Gint Ave,1f5,Westl Palm Beach,FL,33410
484,484,244062114,Donnice,H,Shihhai,630,Gint Ave,1f5,West Palm Beach,FL,33410
487,8908,0,Maccombie,M,Kipe,30,Alyda Pkwy,6t8,Raleigh,NC,27661
487,5376,0,Maccombie,M,Kiep,539,Carolfi Street,4z5,Kosrae,FM,96944
487,487,0,Maccombie,M,Kiep,539,Carolfi Street,4z5,Kosrae,FM,96944
490,490,513511070,Kamil,Q,Wirfel,612,Montange Rd,3p2,San Juan,PR,911
491,491,734388662,Lischynsky,J,Haafr,686,ehbonei,5a7,Yemassee,SC,29945
491,577,764358662,Lischynsky,J,gaar,409,Cracchiolo Pkwy,1h2,Arcadia,OH,44804
491,17467,764358662,Lischynsky,J,Haar,409,Cracchiolo Pkwy,1h2,Arcadia,OH,44804
494,494,750786261,Athol,M,Dumusc,800,Billaud Rd,6.00E+01,Miami,FL,33136
495,495,361472513,Gaisreiter,,Sabouri,20,Loperena Street,1s8,Newark,NJ,7188
496,496,776580474,Rosmah,,Delor,697,Silvia St,1w1,Agana,GU,96913
497,12082,327668816,Tambe,,Gurvinder,64,Lumm St,1i2,Glenelg,MD,21737
497,497,327668816,Tambe,,Gurvinder,64,Lumm St,1i2,Glenelg,MD,21737
499,5921,0,Ludlow,P,Fackler,,PO Box 2287,,Kurtistown,HI,96760
499,6042,0,Ludlow,P,Fackler,20,Gehlhaar Avenue,8a8,Kurtistown,HI,96760
499,499,0,Ludlow,P,Fackler,20,Gehlhaar Avenue,8a8,Kurtistown,HI,96760
502,502,0,Alexio,O,Brnebas,601,Persechino St,3t0,Alkabo,ND,58832
502,9991,0,Alexio,O,Barnebas,601,Persechino St,3t0,Alkabo,ND,58832
504,504,736830105,Ttisuppofrt,V,Bezot,131,Pattie Avenue,6d8,Pocompoke City,MD,21851
504,16527,736830105,Ttisupport,V,Bezot,131,Pattie Avenue,6d8,Pocomoke City,MD,21851
506,506,443104305,Mehboob,U,Iskender,981,Pirsmoon St,1a1,Sedalia,CO,80135
506,11177,443104305,Mehboob,U,Iskender,981,Piramoon Street,1a1,Sedalia,CO,80135
508,508,424168211,Abelard,V,Watterson,908,Boschin Avenue,0t3,Seneca,NE,69161
509,12835,522204726,Silvey,E,Jandomon,210,Hernzliang Ave,6v1,Manchester,NH,3101
509,15189,522204726,Silvey,E,Jandomon,,PO Box 4641,,Chinook,MT,59523
509,509,522204726,Silvey,E,Jandomon,,PO Box 4641,,Chinook,MT,59523
512,512,267767622,Graubart,R,Forren,,PO Box 4664,,Kilkenny,MN,56052
513,513,183843582,Rauli,R,Shanan,713,Hofherr Avenue,6k7,Campbell,NE,68932
513,5778,183843272,Rauli,R,Shanan,713,Hofherr Avenue,6k7,Campbell,NE,68932
515,515,588088156,Cad,L,Bal,,PO Box 1159,,New Orleans,LA,70146
516,516,0,Lita,,Likourgiotis,818,Nile,7d0,Crouseville,ME,4738
517,517,738132712,Regan,K,Anick,91,Harn Rd,7a3,Windsor,SC,29856
518,17542,775667838,Powery,,Castanedo,,PO vBox 1751,,Akaska,SD,57420
518,518,775687835,Powery,,Castanedo,,PO Box 1751,,Akaska,SD,57420
520,520,0,Lumbra,,Gerry,423,Moravec Lane,4q8,Christiansted,VI,823
521,17029,616847058,Louiqa,K,Herson,110,Lovell Ln,3u4,Stratford,IA,50249
521,521,616847058,Louiqa,K,Herson,302,Benjy Ave,6f5,Stratford,IA,50249
523,523,106765132,Glasco,,Mangrum,600,Heinrichs Pkwy,1y4,Mitchellville,TN,37119
524,9464,0,Kouhi,J,Rosette,800,Bieksha Lane,3c0,Harrisvlile,NH,3450
524,524,0,Kouhi,J,Rosette,800,Bieksha Lane,3c0,Harrisville,NH,3450
526,526,0,Dool,,Din,239,Christia Street,7b3,Opheim,IL,61468
527,3990,784700861,Lightfield,,Aguinaldo,959,Stazo Lane,6i0,Pollock,SD,57648
527,527,784700861,Lightfield,,Aguinaldo,959,Stazo Lane,6i0,Pollock,SD,57648
529,529,645354167,Rutter,X,Joellyn,176,Mckeehan Avenue,8m5,Cascade,MT,59421
530,530,420057373,Pinton,S,Schrankler,815,Walta,2p7,Zuni,VA,23898
531,531,0,Mazurier,Q,Betsy,239,Halpenny Pkwy,8m3,Cornish,UT,84308
532,13812,621705585,Hyder,M,Kroot,33,Dhanaletchmi St,2t4,Irvine,CA,92716
532,18063,621705585,Hyder,M,Kroot,33,Dhanaletchmi St,2t4,Irvine,CA,92716
532,532,621705585,Hyder,M,Kroot,33,Dhanaletchmi St,2t4,Irvine,CA,92716
535,535,463147244,Eba,,Neumiller,970,Drud,2a7,Louan,AR,71751
535,13214,463645244,Eba,,Neumiller,960,Drud,2a7,Louann,AR,71751
535,13371,463645244,Eba,,Neumiller,970,Drud,2a7,Louann,AR,71751
538,20024,617655216,Asoke,T,Schranz,517,Pinkston,8z4,Clintno,NC,28328
538,538,617655216,Asoke,T,Schranz,517,Pinkston,8z4,Clinton,NC,28328
540,540,462601171,Horta,D,nMelantha,674,Rohner St,2r0,Laneville,TX,75667
540,2110,362601178,jHorta,D,Melantha,674,Rohner St,2r0,Laneville,TX,75667
540,10443,362601178,Horta,D,Melantha,674,Rohner St,2r0,Laneville,TX,75667
543,543,238417782,Vosu,,Phommakesone,664,Delgado Pkwy,4f4,Montreal,WI,54550
544,4133,0,Knudtson,C,Phiroze,,PO Box 4200,,Reno,PA,16343
544,9923,0,Knudtson,C,Phiroze,803,Zorony St,0u2,Reno,PA,16343
544,544,0,Knudtson,C,Phiroze,803,Zorony St,0u2,Reno,PA,16343
547,547,535253223,Hiroki,L,Elslander,242,Havens Street,1x3,Durango,CO,81301
547,14201,535253223,Hiroki,L,Elslander,542,Havens Street,1x3,Durango,CO,81301
549,860,552384403,Lystiuk,L,Taa,359,Herrell Lane,2w4,Hopkinron,RI,833
549,549,552384403,Lystiuk,L,Taa,359,Herrell Lane,2w4,Hopkinton,RI,2833
551,551,213785655,eKith,K,Lacretta,709,Stotlemeyer Ave,2x2,Rleno,NV,89511
551,18754,213785655,Keith,K,Lacretta,709,Stotlemeyer Ave,2x2,Reno,NV,89511
553,7134,306163548,Eton,Y,Harita,536,Haribha Street,2a8,Meriden,WY,82081
553,553,306163548,Eton,Y,Harita,536,Hariha Street,2a8,Meriden,WY,82081
555,18273,813525220,Tavejrer,O,Bovat,472,oupal Parkway,6q5,Searchlight,NV,89029
555,16947,113520220,Taverner,O,Bovat,472,Couopal Parkway,6q5,Searchlight,NV,89029
555,555,113520220,Taverner,O,Bovat,472,Coupal Parkway,6q5,Searchlight,NV,89029
558,13177,382304763,Mcghee,K,Skeoch,294,Brunetti Ave,6n4,Aberdeen,SD,57401
558,15091,382304763,Mcghee,K,Skeocyhj,294,Brunetti Ave,6n4,Aberdeen,SD,57401
558,558,382304763,Mcghee,K,Skeoch,294,Brunetti Ave,6n4,Aberdeen,SD,57401
561,561,0,Marlyn,,Koponen,543,Oatney Avenue,6m1,Raymondville,NY,13678
562,562,782868077,Staats,U,Rimer,,PO Box 4570,,Las Vegas,NV,89164
562,10832,782868077,Staats,U,Rimer,,PO Box 4570,,Las Vegas,NV,89164
564,2238,107614622,Pettegrew,D,Kattie,912,Shewaga Street,1k3,Hartford,CT,6141
564,564,107614622,Pettegrew,D,Kattie,912,Shewaga Street,1k3,Hartford,CT,6141
566,566,570608683,Michelman,B,Recycling,294,Fregoso St,2l4,Seattle,WA,98185
567,6424,0,Spicer,Q,Burdi,650,Tonguet Rd,6o2,Washington,DC,20005
567,567,0,Spicer,Q,Burdi,650,Tonguet Rd,6o2,Washington,DC,20005
569,569,471172244,Jackson,F,Bocquet,845,Memmi Pkwy,2c7,Yankeetown,FL,32698
570,17937,0,Virpi,N,Eccard,646,Sgeara,7q8,Etowah,TN,37331
570,5024,0,Virpi,N,Eccard,46,Sheara,7q8,Etowa,TN,37331
570,570,0,Virpi,N,Eccard,646,Sheara,7q8,Etowah,TN,37331
573,18571,284866108,Justin,H,Jussi,175,Klose Avenue,8r4,Honolulu,HI,96830
573,4120,284866108,Justina,H,Jussi,175,Kloe Avenue,8r4,Honolulu,HI,96830
573,573,284866108,Justina,H,Jussi,175,Klose Avenue,8r4,Honolulu,HI,96830
576,576,145686317,Sully,,Solinet,536,Elford St,0m5,Kingsville,MD,21087
576,14776,145686317,uSlly,,escaner,536,Elford St,0m5,Kingsville,MD,21087
576,18867,145686317,Sully,,Solinet,536,Elford St,0m5,Kingsville,MD,21087
579,579,0,Lukers,,Dealmeida,241,Slane Lane,3q0,Radcliff,OH,45670
579,7965,0,Lukers,,Dealmeida,241,Slane Lane,3q0,Radcliff,OH,45670
581,581,171580806,Nyyrikki,,Martindale,945,Schneeweis St,8k7,FPO San Francisco,GU,96637
582,582,262235831,Kehl,E,Ismail,775,Beauvais Road,8l4,Wilmington,DE,19886
583,583,0,Guyennon,E,Eisenach,,PO Box 1748,,Norene,TN,37136
584,584,186114883,Collette,B,Cheminant,67,Cormac Road,5b0,North Benton,OH,44449
585,585,0,Lorimor,,Tarquinio,256,Bandel Road,4b0,Ewa Beach,HI,96862
586,586,383355328,Tabora,F,Banker,363,Tateyama Street,0.00E+00,Vinegar Bend,AL,36584
587,587,423250158,Gillis,R,Ouye,213,Pasik Street,4m5,Kosrae,FM,96944
587,1020,426253128,Gillis,R,Ouye,213,Pasik Street,4m5,Kosrae,FM,96944
587,16050,423255128,Gillis,R,Ouye,213,Pasik Street,4m5,Kosrae,FM,96944
590,10888,340523007,Reinfjord,,Rodney,977,Tody Avenue,6o2,Cruz Bay,VI,831
590,590,340523007,Reinfjord,,Rodney,977,Tody Avenue,6o2,Cruz Bay,VI,831
592,592,0,Loveridge,Q,Ozmizrak,359,Wiesenberg,6r5,Kaneohe,HI,96744
593,593,0,Eavey,,Brittany,541,Gaunsezlae St,3h0,Pinckney,MI,48169
593,14099,0,Eavey,,Brittany,549,Gaunsezlae St,3h0,Pinckney,MI,48169
595,687,0,Wessely,R,Homayoun,211,Bolt Rd,3s7,Galivants Ferry,SC,29544
595,4020,0,Wessely,R,Homayoun,216,Bolt Rd,3s7,Galivants Ferry,SC,29544
595,595,0,Wessely,R,Homayoun,216,Bolt Rd,3s7,Galivants Ferry,SC,29544
598,598,0,Gebetsberger,V,Coslow,855,Torcuator,7w6,Springtown,AR,72767
598,16145,0,Gebetsberger,V,Coslow,855,Torcuator,7w6,Springtown,AR,72767
600,600,715502275,Stenger,U,Feracci,25,Belcourt Ave,2b5,Salg Lake City,UT,84126
600,11872,715502275,Stenger,U,Feracci,65,Belcourt Ave,2b5,Salt Lake City,UT,84126
600,14384,715502275,Stenger,U,Feracci,65,Belcourt Ave,2b5,Salt Lake City,UT,84126
603,603,146738348,Nilam,,Atsuyuki,537,Mosni Ave,2n5,Newark,DE,19702
604,604,448831343,Naidoo,Y,Bald,68,Reynaud Avenue,6t5,Millbury,OH,43447
605,605,667144284,Chooy,N,Gaelan,225,Ropelato Street,3c7,Warren,MI,48397
606,8540,0,Herrell,E,Stekelenburg,85,eik Road,4r5,Hooper,UT,84315
606,4378,0,Herrell,E,Stekelenburg,88,Reik Road,4r5,Hooper,UT,84315
606,606,0,Herrell,E,Stekelenburg,85,Reik Road,4r5,Hooper,UT,84315
609,14906,454813123,Casinovi,P,Ritzel,753,Andreana Rd,6i6,Tracyton,WA,98393
